track_name,artist_name,album_name,release_date,length,popularity,id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature
Meet the Man,Cate Le Bon,Reward,2019-05-24,235719,13,6oJ9RB7l18ORrHLutYlN2P,0.89,0.611,0.234,0.08,4,0.139,-7.639,0,0.0321,113.02,3
グッド・ラック,Shintaro Sakamoto,あなたもロボットになれる c/w グッド・ラック,2014-11-07,247306,36,1prRgvsF1hNFw84SuUnCCZ,0.208,0.595,0.658,6.81e-05,5,0.0944,-4.972,1,0.0233,98.931,4
Month of June,Liz Cooper,Monsters,2014-07-21,184676,15,0ILJcDyIrYA4MVoiSqw9IO,0.91,0.546,0.239,0.000146,4,0.11,-9.804,1,0.0304,91.201,4
Got 'Til It's Gone,Janet Jackson,The Velvet Rope,1997-10-07,241760,10,6jUyYHDikmw9WltPojSR37,0.0218,0.789,0.412,0.000312,7,0.3,-7.518,1,0.243,89.914,4
Spooky,Dusty Springfield,"Music From The Motion Picture Lock, Stock And Two Smoking Barrels",1998,155133,47,1683Q5FUEQ4fIG2f87MAW4,0.519,0.683,0.708,1.99e-05,4,0.175,-6.852,0,0.0289,106.445,4
When You Go (That's When You'll Know),The Altons,When You Go (That's When You'll Know),2020-03-03,213824,42,6o4HRCkBYiEgvJUujdNHw4,0.24,0.694,0.528,1.2e-05,2,0.118,-6.083,0,0.0286,98.163,4
Can I Call You Rose?,Thee Sacred Souls,Can I Call You Rose?,2020-03-03,188512,53,6tXuf3jm5wxrMPtvXREYoE,0.694,0.303,0.441,0.000577,0,0.12,-6.512,0,0.034,181.165,3
Rose Gold,Jason Joshua & The Beholders,Alegría Y Tristeza,2020-02-28,310291,37,1qXqUyVNrd2ymu7PQ6xoiC,0.0341,0.614,0.832,0.418,0,0.21,-6.064,1,0.0329,84.002,4
Burma - Sasha's Invol2ver Dub Mix,Lostep,Collect: Global Underground Remixed,2019-11-15,565971,4,7MCKPI5IimXVKesDVjSwcT,0.314,0.276,0.79,0.711,11,0.364,-8.666,0,0.0494,129.917,4
Bomb (feat. Raekwon),Freddie Gibbs,Piñata,2014-03-18,223760,41,2NnuTprLJBfiBZEHkQ666a,0.497,0.499,0.715,0.0,7,0.313,-8.163,0,0.203,90.871,4
Freelance,Toro y Moi,Outer Peace,2019-01-18,225893,0,1zbLpabwKzj404PWNEKtjL,0.014,0.975,0.475,0.0111,9,0.165,-7.067,0,0.123,115.009,4
The Things Themselves,Holy Hive,Harping,2019-05-24,209464,0,6kKEVNL1lL5qchWy2yp4wL,0.65,0.74,0.476,0.0141,6,0.0895,-6.514,0,0.0295,91.908,4
Sparkle City,Shuggie Otis,INSPIRATION INFORMATION,1974,357693,29,29jjGaZyRHIFz0dIFGNZhU,0.135,0.794,0.47,0.493,2,0.117,-10.629,0,0.0809,164.053,4
Strawberry Letter 23,Shuggie Otis,Freedom Flight,1971,239906,56,4W8IEREeLldaSQyGXcZQ2I,0.139,0.519,0.483,0.000218,9,0.365,-12.795,0,0.0277,171.028,4
Blanket Song,Kikagaku Moyo,Masana Temples,2018-10-05,191096,33,2p9mqR7DcBgNjDo7MzdMi8,0.986,0.543,0.165,0.756,6,0.111,-15.832,1,0.029,95.667,4
Run-Ins,Boldy James,The Price Of Tea In China,2020-02-07,149506,35,6q3QO0zATHI5vXI6D7yVp7,0.631,0.547,0.584,0.0,10,0.103,-10.671,1,0.349,178.122,4
Neither/Nor,Moses Sumney,græ: Part 1,2020-02-21,326866,0,480X9uZtkqmri1H632VV9t,0.558,0.444,0.665,0.00111,7,0.148,-8.053,1,0.0484,132.129,4
Cradle,Lyra Pramuk,Fountain,2020-03-20,542770,0,3962vSh6yVcubxlb8WZNCO,0.831,0.089,0.267,0.84,4,0.118,-10.58,0,0.033,87.289,4
This Is the Place,Kansas City Express,This Is the Place,2019-10-11,319617,40,4Q3erlebmjZX1rAAHvXjzK,0.399,0.606,0.443,0.0,9,0.104,-14.801,0,0.0991,147.925,4
My Song,Labi Siffre,"Crying, Laughing, Loving, Lying",1972,284480,51,2EQWbkcNoKPOXQtJM7nqRV,0.861,0.416,0.319,0.000554,0,0.107,-12.97,1,0.0299,95.307,4
How I Feel,Marco McKinnis,How I Feel,2017-09-22,161093,46,1fCynl1EJesWZobfUXOPU8,0.715,0.493,0.256,0.00257,11,0.102,-11.735,1,0.0465,108.663,4
Brighter Dayz,DJ Rashad,I Don't Give a Fuck,2013-07-22,193028,12,39mdkhPnfFareXmHUziXaN,0.0514,0.754,0.751,0.789,9,0.111,-5.726,0,0.229,159.987,4
Make It Up,Tirzah,Make It Up,2015-08-14,230745,45,66aoMO408FA4pLR2xWVH3f,0.674,0.913,0.351,0.00253,1,0.0804,-12.246,1,0.311,105.013,4
The Tide Is High - Stereo Version,The Paragons,On the Beach: The Anthology,1967-01-01,161973,47,7056gVvC7P3PpltHgippd2,0.241,0.452,0.433,0.0,7,0.472,-9.189,1,0.0291,96.285,4
Flikaflame,Aswad,New Chapter Of Dub,1982-01-01,262426,0,4S7Cv00f16hKt2MGhRO6GB,0.0528,0.521,0.518,0.0186,2,0.604,-11.918,0,0.378,221.34,3
King - Remastered,UB40,Signing Off,2010-01-01,274293,25,1nzG8B50XSRhKdDjjuOtKk,0.00388,0.753,0.718,0.118,0,0.0373,-11.038,1,0.0521,136.719,4
See Dem Dub,Culture,Two Sevens Clash: The 30th Anniversary Edition,2005-06-20,238506,0,6wR715wyCuLlEOCdQAmv2M,0.0442,0.783,0.871,0.388,11,0.201,-7.056,0,0.13,147.351,4
Revolution Rock - Remastered,The Clash,London Calling (Remastered),1979,333293,40,4HNkcbObzBZnIlxB49GgrC,0.00298,0.638,0.702,5.57e-06,8,0.124,-10.341,0,0.159,158.441,4
The Baa-Baa Song,Willie Williams,The Baa Baa Song / Psyched Out,1971-08-16,193288,0,3Ex7DZOOynxAB2iIMEIAni,0.0381,0.541,0.924,0.00586,9,0.0459,-9.809,1,0.0584,101.383,4
A.N.G.E.L. - Interlude,Dwele,Subject,2003-01-01,139644,34,3sDeuisFRzTK7dfwlNvoNK,0.486,0.684,0.396,0.00197,10,0.0683,-9.871,1,0.0327,96.984,4
Pineapple,Blue Lab Beats,Xover,2018-03-30,196586,41,0lwkL0G07NYtLrQCugi8lX,0.392,0.849,0.529,0.191,7,0.105,-10.038,1,0.141,99.983,4
I Want To Thank You,Alicia Myers,The Best Of One Way,1996-01-01,229000,0,6iJYdmQUoldxB9HXgIjVrg,0.00623,0.764,0.58,0.00643,11,0.0979,-7.566,0,0.0576,111.719,4
777-9311,The Time,What Time Is It?,1982-08-24,485400,39,1Uj2yJKcIdNHcQu4DMr6cX,0.00939,0.819,0.631,0.00217,6,0.0261,-11.291,0,0.112,123.215,4
A muto,Esa,The Best of Esa,1995-12-04,425800,0,75agN5R0pxJxG4RZ3StZM8,0.0585,0.811,0.756,0.000673,4,0.0702,-11.559,0,0.0878,112.406,4
Way You Move,DJ Manny,Greenlight,2017-10-06,193439,13,4HJADIxeKfoDyE3HVLzxif,0.0891,0.733,0.622,0.693,10,0.117,-10.293,0,0.0713,160.086,4
Flight 1235,RP Boo,I'll Tell You What!,2018-07-06,258239,1,3tl5HvFDs9f7vr7Uiy8bhO,0.00675,0.641,0.582,1.31e-05,6,0.373,-8.009,0,0.338,159.976,4
02-52-03,RP Boo,Classics Vol. 1,2015-04-06,234133,12,0M5P43cAVIuGWIkc5iQ7rr,1.29e-05,0.743,0.955,0.887,7,0.443,-8.395,1,0.0857,149.929,4
Summertime (feat. Mi Madre),Armand Van Helden,2 Future 4 U,1998-01-01,238560,35,42DvQ7RG7IlslaWCSFsXya,0.0705,0.917,0.44,0.929,1,0.124,-10.839,0,0.0662,126.953,4
You,Mk.gee,Pronounced Mcgee,2018-05-18,310597,0,75ZoDBdTAO9e896PtMsbnG,0.524,0.809,0.656,0.00455,5,0.075,-6.67,1,0.297,88.934,4
Foolish,Interstate Royale,Planetary Sun,2018-10-01,228786,1,4BKQMJKpIluooFd5J9IG0J,0.00964,0.713,0.569,2.64e-05,9,0.105,-9.761,0,0.0278,120.001,4
Free,Deniece Williams,Love Songs,1976,356560,50,5aPVQqYEEZKREbFRxLiAp5,0.742,0.507,0.365,0.00807,6,0.101,-10.733,1,0.0378,91.182,4
Changes,Antonio Williams,25th Street Sessions,2016-12-16,246464,0,1arEFIGFihaStHQSBQAyVL,0.00846,0.716,0.697,0.144,7,0.229,-8.409,1,0.0259,111.999,4
This Is the Ending of Our Love,The Si-Berians,South Side Story,2014-04-19,159013,0,2IINtHtwQxpC2KvNXZyGF8,0.521,0.42,0.545,0.000536,10,0.124,-9.524,1,0.0291,72.679,4
Lying Has To Stop,Soft Hair,Soft Hair,2016-10-28,356960,44,2dGXDL8P7ibb3uPdQ4ybuM,0.921,0.552,0.501,0.047,2,0.284,-7.742,0,0.0918,74.849,4
Something 'Bout Your Love,MIA,Something 'Bout Your Love,2020-02-14,175599,23,0ndyG1rJrLpKoveXWYIcX1,0.404,0.856,0.554,0.132,0,0.344,-11.705,0,0.0956,112.007,4
It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,Document (R.E.M. No. 5),1987-09-01,246933,66,2oSpQ7QtIKTNFfA08Cy0ku,0.0258,0.381,0.894,0.0,7,0.0251,-8.638,1,0.037,205.528,4
Under Mi Fat Thing,Yellowman,Galong Galong Galong,1985,213533,7,7ondGIgd85tEg4PQDpKpLM,0.144,0.9,0.538,0.0,2,0.0702,-11.194,1,0.0687,94.22,4
Trash & Ready,Super Cat,Sleng Teng Riddim,2012-11-12,170745,6,5LRTBSgzmiWSfnLv09lIaG,0.592,0.699,0.501,0.0,2,0.107,-7.779,1,0.0836,82.285,4
Bubble Beat,Egoless,Analog Sound / Bubble Beat,2016-09-29,289666,22,102ViySrgFSDuaFcNKU3EF,0.00885,0.794,0.373,0.633,1,0.321,-8.218,0,0.0709,140.081,4
Pb & J With Emily Wells,Simple Citizens,Me And Miss Lemona K,2006-05-02,383493,4,6AMoaSAY3iHpBWu6pHi4Bz,0.068,0.747,0.61,0.0,6,0.148,-7.951,0,0.111,142.894,4
Three,Simple Citizens,Me And Miss Lemona K,2006-05-02,84373,0,4689Oqik5XKbyaLpALDvNc,0.515,0.695,0.424,0.911,9,0.117,-9.805,1,0.145,79.1,4
Droogs,NxWorries,Link Up & Suede,2015-12-04,304906,0,4isFUxQUxqEGUbwnYIV1se,0.0946,0.667,0.652,0.0,7,0.203,-7.283,1,0.198,96.074,4
If I Was A Folkstar,The Avalanches,Wildflower,2016-07-08,273253,50,27Es1J9GNKf0pZLy3sdzjl,0.575,0.669,0.917,0.801,10,0.0968,-8.06,1,0.0471,123.179,4
History - Vocal Mix,Los Charly's Orchestra,It's So / History (feat. Omar),2017-06-16,248616,17,6vGtYdsnWJ8cszuwRD614z,0.076,0.809,0.801,0.00194,0,0.549,-9.078,1,0.046,102.001,4
"Pacifics - From The Original Motion Picture Soundtrack “N.Y. Is Red Hot""",Digable Planets,Reachin' (A New Refutation Of Time And Space),1993-01-01,271373,49,5esVkhazOeanQVdlJUkNpY,0.228,0.736,0.405,0.00961,5,0.108,-16.561,0,0.316,180.496,4
We Will Always Love You (feat. Blood Orange),The Avalanches,We Will Always Love You (feat. Blood Orange),2020-02-20,172173,34,6HV9d8u4WJ9lzbGrH5OQ6G,0.394,0.565,0.631,0.734,2,0.0967,-7.623,0,0.0333,79.987,4
Psycho X Girlfriend - Ardalan Remix,Eddie Amador,Yoshitoshi 25: House,2019-11-15,379686,0,71cEBbQjeyW8X1MPVzYlvf,0.00258,0.86,0.675,0.32,1,0.197,-7.335,1,0.0897,124.001,4
Let in the Light - The Layabouts Remix,Bass Adjustment,Papa Amsterdam 2019,2019-10-04,413114,0,3CsYeGr6BOKarOgU5Zcixm,0.0669,0.928,0.479,0.679,7,0.184,-9.772,0,0.137,121.981,4
Feels so Right,Jorn Johansen,Papa Amsterdam 2019,2019-10-04,336409,0,7rLWg5vSy7RHs02QDYPaRA,0.0033,0.801,0.888,0.475,3,0.0911,-6.053,0,0.0465,121.998,4
Express Yourself,Mark Lower,Papa Amsterdam 2019,2019-10-04,379000,0,6NVFg1Lcu1oEb2FbmcC6GA,0.0652,0.823,0.822,0.645,10,0.045,-7.132,1,0.062,122.013,4
Tears to Sound - Barnaby Bruce Remix,Ilija Rudman,Tears to Sound,2020-01-31,334000,1,2jOV17sUJWal5KEQzJh1sB,0.0627,0.536,0.694,0.642,2,0.179,-11.479,1,0.0632,119.005,4
"Latin Vibes, Pt. 1",Jihad Muhammad,Abstract Afro Journey,2020-02-07,439729,3,5A0xIyJyHlC8eXWT2tADxL,0.089,0.736,0.936,0.902,10,0.12,-9.061,0,0.0487,123.01,4
Burning 4 You,Larry Heard,Hunchin' All Night,2018-04-09,555308,0,6BguXR7L3Z2MWgnS2f41e8,4.63e-05,0.816,0.657,2.41e-05,1,0.0863,-8.884,0,0.0532,123.006,4
I Feel The Rhythm,Ron Trent,Primitive Arts,1999-01-01,384240,24,2JVzNkHarX3ceGbOB4aF6Q,0.0528,0.909,0.667,0.88,10,0.208,-12.366,0,0.135,123.986,4
Whatta Man,Salt-N-Pepa,90s Party Anthems Vol.2,2019-08-30,308173,2,4QnedVA4dSZJ5VSTmdWwNy,0.144,0.751,0.671,5.37e-05,2,0.3,-6.755,0,0.189,173.148,4
I'm Ready - Extended Album Version,Kano,Kano Greatest Hits,1990,431999,8,1PYgCWbTLnH2FaF616feD5,0.0826,0.875,0.503,0.744,10,0.0239,-10.758,1,0.0576,126.641,4
Kidz of Tibet,Kleintierschaukel,Drum 'N' Feels,2019-09-24,362411,41,6bexT12e03xTtGzBgNe0dE,0.0908,0.781,0.49,0.746,4,0.108,-9.881,0,0.0305,108.998,4
"Never Created, Never Destroyed",Jlin,Black Origami,2017-05-19,211710,14,75SZikX8C7r8dPHq8zXv13,0.000628,0.87,0.386,0.225,7,0.0322,-8.081,1,0.464,157.845,3
Tonight,Wajatta,Tonight,2020-02-12,293347,7,2zV74tleqm7QNASgGqEXPp,0.437,0.834,0.84,0.776,0,0.0494,-6.717,1,0.057,123.975,4
Magic Feet - Terrace Remix,Mike Dunn,EPM Selects: Chicago House,2011-04-18,348706,0,0EMSnpEqEw8f8HccWSOPSV,0.00341,0.723,0.664,0.833,8,0.11,-15.313,0,0.0807,129.897,4
Bismillah Khan,Raga Bhairav,Bollywood Nights,2018-10-01,1328000,0,4CNYY8SylhGP9KP2zHXJi1,0.621,0.288,0.677,0.708,2,0.108,-9.433,1,0.0528,114.402,4
Plastiphillia 2,Dopplereffekt,Gesamtkunstwerk,1999,138800,24,1XcqcFqbGS27KDskh8UJ1T,0.0462,0.802,0.828,0.698,1,0.0856,-13.378,1,0.0517,128.125,4
Beyond the Abyss,Drexciya,Journey of the Deep Sea Dweller I,2011,137849,8,0EEEZg4iec2SEY2IYzDI5n,0.063,0.767,0.611,0.956,11,0.0678,-15.405,0,0.0833,143.489,4
I Can't Stop For You,Pierre's Pfantasy Club,Sweet House Chicago,2019-06-21,314393,1,7IAX7oC2kxrj52IrVnVkOb,0.00197,0.742,0.839,0.217,9,0.273,-7.758,0,0.0469,123.826,4
Drone Logic,Daniel Avery,Drone Logic,2013-10-07,429453,40,7JRN5xOUIrnI4crUMOt6X4,0.131,0.648,0.712,0.843,9,0.287,-7.222,1,0.0333,114.027,4
100% Of Disin' You,Armando,100% Of Disin' You,2009-10-13,223920,24,5yKrEZp45eOSH30SN6igG8,0.0114,0.969,0.664,0.351,4,0.0778,-8.638,0,0.327,127.097,4
Let There Be House,Bobby Konders,A Lost Era in NYC 1987 - 1992,2010-03-29,312213,9,6jFqnSo6ZoXm2HFSd2Jh5E,0.00819,0.643,0.724,0.0,1,0.0956,-9.288,0,0.0324,128.046,4
Nice and Slow,Rydims,A Lost Era in NYC 1987 - 1992,2010-03-29,379066,4,0zbnK39T62itYjslj8gvho,0.33,0.682,0.331,0.606,6,0.49,-18.183,1,0.052,121.068,4
"Back, Baby",Jessica Pratt,On Your Own Love Again,2015-01-27,235666,0,3xFcvuUqsIppklKFWVo0w5,0.897,0.446,0.255,0.0,3,0.0827,-11.548,1,0.0348,143.494,4
Acidisco,Luke Vibert,YosepH,2003-10-13,308093,5,3lLYLPfsiCQrrr6S71HtVj,0.0106,0.816,0.694,0.427,1,0.0698,-6.22,0,0.0854,107.194,4
House Rythems: Nervous Acid,Bobby Konders,A Lost Era In Nyc,2010-03-29,300853,0,1IngMSXsZ4rCTFm8L18F3U,0.00554,0.633,0.789,0.808,1,0.107,-10.482,1,0.038,123.233,4
Can You Party?,Royal House,80s House Classics,2009-07-06,364506,0,2GH8f03eJJeXPkATwrbvA8,0.0347,0.759,0.951,0.000641,9,0.42,-2.601,0,0.214,123.293,4
Carino,T Coy,Deconstruction Reconstructed 001,2010-10-29,313266,24,6yeq9TXrOcczL1ryPHkbFF,0.000723,0.742,0.95,0.851,8,0.0843,-7.877,0,0.109,114.908,4
The Juice,Mr. Fingers,DJ-Kicks (Motor City Drum Emsemble),2011-07-04,152693,0,74TZSreTt6eXdCE8EJhpN1,0.0999,0.757,0.805,0.911,7,0.112,-11.558,1,0.0333,119.494,4
Radio Babylon - Version Galore,Meat Beat Manifesto,Version Galore,1991,296040,0,0xjxXC9tnntiSibd4xFlCq,0.000115,0.231,0.611,0.0201,2,0.228,-15.683,1,0.0439,244.035,4
Meet Every Situation Head On (Noise & Mista Luv Mix),Psychic TV,Origin Of The Species Volume Too! - Third Tablet Of Acid,1999,323280,29,040feKzAD1CyH8asrYDfDp,0.000115,0.846,0.892,0.0348,1,0.0798,-8.103,1,0.0451,128.045,4
Acid Tracks,Phuture,Acid Tracks,2003,737173,0,05kXJj11PCg7aIWvQxp683,0.018,0.792,0.918,0.919,6,0.129,-14.205,1,0.0713,120.439,4
Sabroson,Submision DJ,"House Record Bag, Vol. 4",2020-02-07,396927,0,1kOW6ccVfvC3zWT6sP0wmW,0.000825,0.801,0.836,0.423,7,0.101,-5.559,1,0.0649,127.997,4
Fuck Machine,Maunell,Tech House Berlin,2017-05-31,401280,0,0cMv58DH5a83NE1cVDasvT,0.0227,0.818,0.639,0.94,6,0.105,-13.094,1,0.0606,125.0,4
Laws Of Attraction,Tuff Culture,Elements V: Boron,2019-11-08,346615,0,4y72UQ6K4GoGNxHDHEraRC,0.0571,0.834,0.943,0.163,1,0.553,-3.921,1,0.0867,130.024,4
Come with Me,i_o,House of God,2019-08-02,365646,0,6YVak2ONKBc7F9trtihmt2,0.00586,0.794,0.84,0.939,7,0.0899,-6.708,1,0.0553,130.008,4
ジェリーフィッシュ (feat. ローラーガール),Yunomi,ジェリーフィッシュ (feat. ローラーガール),2018-06-16,235500,48,6kIivltIxJscvk682sTXoV,0.245,0.669,0.768,3.88e-05,2,0.133,-5.022,1,0.0592,159.893,4
Oblivion,Gidon Kremer,Hommage A Piazzolla & Peterburschsky,1996,246866,36,7snWeoRWoHlYYDf5Ncjy6Q,0.653,0.176,0.0707,0.000166,0,0.105,-19.866,0,0.037,162.893,3
Oblivion,Astor Piazzolla,Piazzolla Tangos 6,2003,214106,45,0CShxQaSFFKXY2PxrJIhrB,0.923,0.164,0.349,0.0121,0,0.239,-9.369,0,0.0359,164.293,4
Not over You,Elijah Fox,Not over You,2018-02-17,256000,16,1XvMG16zHYfz9Dr6vSZYVf,0.89,0.482,0.369,4.65e-06,10,0.0893,-9.917,0,0.0818,129.971,1
Without You,GURLS,"Run boy, run",2018-02-16,352813,0,72qX8nDHdVI9nzqdoVt49D,0.751,0.468,0.156,0.000897,1,0.117,-11.701,1,0.128,179.828,4
Respiro,Angèle David-Guillou,Mouvements Organiques,2018-02-09,331453,0,3bECKnwocO4K6NwtrcJYjU,0.937,0.162,0.0747,0.942,8,0.108,-16.56,1,0.0355,69.19,5
Red Clay,Charlotte Dos Santos,Cleo,2017-06-21,147477,0,7g5a0iIYD86TqJj0uk7d2Z,0.477,0.736,0.427,0.0,11,0.0967,-9.81,0,0.0348,119.923,4
FRIENDZONE,UMI,FRIENDZONE,2017-07-28,164336,35,2FgmJCCxoRb6LEd5biOZxp,0.0724,0.943,0.416,0.0,5,0.0695,-10.769,0,0.0515,129.892,4
Asking 4 a Friend,Anna Burch,Quit the Curse,2018-02-02,233306,15,2I2r7oj53BtXg4Bq9g9Cv1,0.0335,0.328,0.572,0.00191,9,0.0894,-7.087,1,0.0297,204.123,4
In Your Area,Peanut Butter Wolf,My Vinyl Weighs a Ton,1999,147653,0,6yvUcyZjT9dcmCwrjlh4T8,0.0421,0.777,0.682,0.0,0,0.299,-7.901,0,0.447,80.198,4
Fazers,King Geedorah,Take Me To Your Leader,2003-06-17,197133,60,1R28m5eWk1EV9FQ3puWrUp,0.0105,0.423,0.965,1.01e-05,2,0.234,-2.011,1,0.166,90.564,4
Train in Vain (Stand by Me) - Remastered,The Clash,London Calling (Remastered),1979,194666,64,6ITuEsxEy2qPhqMowdDAeI,0.0922,0.762,0.722,0.000368,2,0.132,-8.712,1,0.0428,122.769,4
Mind Your Own Business,Delta 5,Disco Not Disco Digital Edition,2008-01-14,193360,0,0E9kVNemhjlDCBUuGbiHfU,0.0325,0.869,0.66,0.000126,7,0.0651,-6.231,1,0.228,134.525,4
Vitamin C - 2004 Remastered Version,CAN,Ege Bamyasi (Remastered Version),1972,214066,46,1tzXnPndBrd2G5GXrOBc1c,0.00669,0.643,0.644,0.673,4,0.162,-12.615,0,0.0462,117.225,4
Hush - Catz n' Dogz 2013 Remix,Thomas Schumacher,Ocean Beach Ibiza: The Debut (Compiled & Mixed by Kenny Dope & Tom Crane),2014-07-14,407039,0,1pntDCAQZmQE2mv4w8SIz2,0.0103,0.803,0.89,0.183,1,0.883,-8.194,1,0.0647,124.987,4
Them Heavy People,Kate Bush,The Kick Inside,1978-02-17,185400,41,1eN1L9mXLFepXpMJNSQng8,0.647,0.829,0.357,1.21e-05,1,0.0435,-14.899,1,0.0404,110.601,4
Hermits on Holiday,DRINKS,Hermits on Holiday,2015-08-21,207893,5,6YMJzWZqdjxlQ47jykTtad,0.52,0.954,0.243,0.000707,0,0.107,-8.811,1,0.0484,109.926,4
The Light,Common,Go! Common Classics,2010-05-11,243586,50,5fybLNY2eBRnEGg8SUW6yk,0.114,0.934,0.649,1.71e-06,7,0.0807,-6.465,1,0.266,97.026,4
Crazy Race,The RH Factor,Distractions,2006-01-01,143280,25,2eada2xYpZVDJvF8dZ6TwO,0.336,0.759,0.38,5.32e-06,10,0.117,-12.283,0,0.146,101.219,4
Fall In Love (Your Funeral),Erykah Badu,New Amerykah Part Two: Return Of The Ankh,2010-03-30,366693,47,58yWJFglBzvZ7Zao70lGtJ,0.492,0.815,0.441,4.38e-06,8,0.112,-7.805,0,0.11,91.861,4
Winter Snow,Adventure Boy,Winter Snow,2020-01-24,122856,5,4hFQVWWAyyIWJyZVevnsvz,0.93,0.402,0.154,0.894,11,0.111,-22.453,0,0.0358,172.348,4
All Night,Romare,Love Songs: Part Two,2016-11-11,294211,51,04jqhpf3oV06HtlmthfcZZ,0.0868,0.885,0.485,0.79,10,0.0883,-9.299,1,0.0872,106.394,4
Pelican Dub,Nick León,DJ-Kicks EP,2019-03-08,188411,0,5KJehUgzKox670JkkrI81Z,0.00441,0.782,0.879,0.891,1,0.107,-7.477,1,0.0616,132.99,4
You Got Me,The Roots,Things Fall Apart,1999-02-23,259306,64,4pdLZsxq0y5oJDb6Cxlokw,0.151,0.729,0.442,0.0,11,0.189,-8.106,0,0.285,81.029,4
Ordinary Pleasure,Toro y Moi,Outer Peace,2019-01-18,183746,0,31F0KxmTD4rz3o0tJht5RL,0.118,0.878,0.779,0.0192,7,0.104,-7.283,1,0.135,115.009,4
Pastel,Katzù Oso,Pastel,2018-07-20,129281,0,0hQtHAJS2GXtxXJe4rXHZY,0.399,0.729,0.34,0.509,0,0.109,-13.978,1,0.0361,105.122,4
A London Thing - Full Length Mix,Scott Garcia,A London Thing,1997-01-26,366000,0,40scKYlrjcq6mvRoMAAqIL,8.9e-05,0.899,0.864,0.714,9,0.0726,-7.019,0,0.111,126.889,4
Good Times - 2018 Remaster,CHIC,The Chic Organization 1977-1979 (2018 Remaster),2018-11-23,486186,51,4N3stlRuz5cBNI4J4vDJ18,0.0818,0.869,0.503,0.00837,2,0.187,-12.804,1,0.0479,112.664,4
My Love (So Good) - J Sweet Remix,10 Below & Kele Le Roc,My Love,2011-11-14,275205,10,5b2UfPigOtoghQUuE9Jegs,5.42e-05,0.669,0.74,0.103,3,0.0321,-6.095,0,0.0352,140.013,4
Today (with Tirzah),Mura Masa,R.Y.C,2020-01-17,200186,44,7vqbA9MfCnSFMTT0cikF8b,0.695,0.614,0.264,0.00113,10,0.131,-12.472,1,0.0378,136.044,4
Cool For A Second,Yumi Zouma,Cool For A Second,2020-01-21,189993,0,18F8tUCHV1wozC1qivfRDY,0.345,0.678,0.629,0.0826,0,0.104,-8.99,0,0.0351,146.979,4
Faith,Against All Logic,2017 - 2019,2020-02-07,419625,0,1IeLZZfSi5e4qGyMQUfu9S,0.603,0.623,0.591,0.905,0,0.137,-7.524,0,0.0898,119.839,4
Illusions of Shameless Abundance,Against All Logic,Illusions of Shameless Abundance,2020-01-31,351326,0,4awQE2dTQYX5QAZNTaQfTF,0.0961,0.554,0.497,0.602,7,0.498,-15.492,1,0.131,113.011,4
"If You Can't Do It Good, Do It Hard",Against All Logic,2017 - 2019,2020-02-07,237522,0,516mSAZ3wVsJHIIu2BAluA,0.00248,0.75,0.786,0.00155,1,0.489,-5.059,0,0.0331,111.181,4
If Loving You Is Wrong,Against All Logic,2017 - 2019,2020-02-07,236411,0,75WXKQGbaT0mi6GZItcVVJ,0.517,0.73,0.903,0.161,4,0.635,-6.24,0,0.041,108.006,4
This Time Around,Jessica Pratt,Quiet Signs,2019-02-08,217360,0,4LELufZmfxlbaw6SUzt3d6,0.939,0.424,0.0977,0.0,11,0.109,-13.594,1,0.0512,132.08,5
Die,Stella Donnelly,Beware of the Dogs,2019-03-08,174395,0,3upS2kqDLefy9HfB7uaXpE,0.121,0.574,0.66,7.97e-06,0,0.201,-8.221,0,0.0316,150.073,4
Momentary Bliss (feat. slowthai and Slaves),Gorillaz,Momentary Bliss (feat. slowthai and Slaves),2020-01-30,221386,38,5zZWKugaE2ZmnZN77HVfUH,0.0851,0.641,0.807,2.38e-05,9,0.64,-6.73,1,0.239,158.071,4
(How Could Anybody) Feel at Home,Open Mike Eagle,Brick Body Kids Still Daydream,2017-09-15,254049,38,0V6QNE31BWyMuiKlvDRnE9,0.121,0.623,0.819,0.141,7,0.118,-6.377,1,0.222,79.435,4
Ziggy Starfish (Anxiety Raps) [feat. Gold Panda],Open Mike Eagle,A Special Episode - EP,2015-02-03,175356,37,7fjLBPTsQrbkV2WRedi2bw,0.0117,0.683,0.86,0.000379,7,0.356,-7.317,1,0.31,143.311,4
Visionary Road Maps,Stereolab,Kyberneticka Babicka,2005-09-12,215573,0,5aFsOjdpDcMasZeOXYfM03,0.0137,0.353,0.641,0.0116,7,0.0859,-7.207,0,0.0304,140.193,4
Ping Pong,Stereolab,Mars Audiac Quintet,1994-08-08,182346,13,7b1ZwsYjW3FzTg5Ze8Vfs8,0.0571,0.322,0.584,4.59e-06,11,0.0885,-11.248,1,0.0289,165.447,4
The Boy With The Arab Strap,Belle and Sebastian,The Boy With The Arab Strap,1998-01-01,314066,0,48wMTk5P8xP4lRuVA5uLsD,0.361,0.577,0.83,0.0203,7,0.0681,-9.843,1,0.0588,142.376,4
Pressure,Flasher,Constant Image,2018-06-08,195331,18,2JaCyH4hPvnxVlQVSo6jFg,0.0721,0.468,0.87,9.32e-05,11,0.0888,-6.809,1,0.055,165.349,4
