track_name,artist_name,album_name,release_date,length,popularity,id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature
Beautiful Black Women Come from Brooklyn - Big Room Mix,Quentin Harris,No Politics,2008-04-07,267533,4,4BIDxzPTdpmknZcOHb8Cpg,0.13,0.807,0.745,0.097,0,0.0817,-3.598,1,0.0598,105.013,4
Back 2 Back,PS Hitsquad,Back 2 Back,2019-12-20,185000,25,68XB2swWfkRzjPGpuGFcVK,0.0121,0.871,0.656,0.0,1,0.298,-7.331,1,0.416,144.082,4
The Players,R.I.P Productions,"Deep Dubs, Vol. 1",2011-11-14,430635,25,4b3dZsen54PK6rz8ko7J0N,0.000332,0.768,0.967,0.514,0,0.0912,-5.186,0,0.0786,126.019,4
The Rub,R.I.P Productions,Flava On Wax EP,2011-11-14,304179,21,4vZManO1cgneOP8PV0bbZu,0.000138,0.786,0.903,0.908,11,0.0449,-6.968,1,0.0923,128.019,4
I've Been Misled,R.I.P Productions,Ripe 'N' Ready EP,2011-11-14,360226,25,5bDlnMqMMEkFOAOJRxelXw,0.000991,0.902,0.869,0.894,9,0.109,-6.909,0,0.126,127.015,4
Honeycomb,Kadhja Bonet,The Visitor,2016-10-21,227218,32,72Q94I0gbEuHDYwLxW1Tbg,0.883,0.469,0.441,0.00114,8,0.116,-9.165,0,0.0372,76.741,4
Face 2 Face,Silk Rhodes,Silk Rhodes,2014-12-01,145646,0,4B6SfyRh1xJ3xKE4sO6Xdf,0.0423,0.872,0.515,4.81e-06,9,0.214,-6.408,1,0.188,117.116,4
Andrew,Jonwayne,Bowser,2011-04-19,170145,0,4MrVjRiW5Q2bjJrl3FC9xF,0.106,0.57,0.318,0.785,7,0.0913,-6.771,1,0.0382,158.066,4
Welcome To The Party,Pop Smoke,Meet The Woo,2019-07-26,214960,68,0fIffclhgJC5h8AdMMVvkp,0.0134,0.637,0.723,7.87e-05,2,0.196,-5.547,1,0.091,143.013,4
Fill Me Up,Elaine & Ellen,The Funk Is on the One,2015-05-20,433340,0,2kGBUjHbtXpcOh20WSDgZ8,0.0843,0.832,0.643,0.017,9,0.0367,-12.212,0,0.139,118.919,4
If I Can't Get Down,Mike Dunn,My House From All Angles,2019-06-07,310581,41,0eEetrf262BbkHOw2LBEuV,0.00184,0.782,0.669,0.273,10,0.0461,-6.133,0,0.17,125.131,4
Where You Find Me,Verb T,Morning Process,2012-10-01,192520,43,6XIVWcT54EccjyZNDJLQ9R,0.191,0.664,0.58,4.78e-06,7,0.131,-11.614,1,0.388,88.216,4
Work It,R.I.P Productions,"Ice Cream Old School Selection, Vol. 1",2011-11-14,497006,0,6ZXNw2jFDyCSeoUrRPa6Of,0.00368,0.735,0.984,0.878,10,0.63,-5.508,0,0.0594,126.036,4
Because I Got High - Extended Version,Afroman,The Good Times,2001-08-28,310466,49,28IvFkxf9TBHdCIe3n1JWm,0.108,0.788,0.336,0.0,7,0.321,-8.56,1,0.561,166.018,4
Tall Cans,Afroman,The Good Times,2001-08-28,429893,35,5y0kthTJPN5AXWq4SPbex7,0.0854,0.708,0.614,0.00039,7,0.163,-7.97,0,0.349,137.945,4
This is Acid Rap,MCNZI,Style Wars,2017-12-28,249984,16,4ORnHBHQfF3RQlnR3slf0Q,0.0966,0.867,0.76,0.0448,1,0.38,-8.972,1,0.174,121.975,4
Ain't No Stopping Nancy,Sister Nancy,One Two,1982,199480,36,6p0fbKX1AJSKC0fbJdGP9k,0.447,0.759,0.53,0.0113,8,0.0794,-8.023,1,0.418,78.354,4
Do Ur Duty,Andrew Soul,Killekill Ghetto House Trax,2018-05-21,225964,1,5tCHyc8EuvhxuxZvqaJ9aU,0.000499,0.691,0.872,0.807,11,0.0802,-5.825,0,0.137,130.011,4
Shake It Baby (original mix),Mr. De',Shake It Baby,2000,192609,2,3HCXi0NuAClHJoyMDZk9N0,0.00061,0.813,0.672,0.554,1,0.879,-5.722,1,0.184,137.986,4
Jump to It,Double 99,"Ice Cream Old School Selection, Vol. 1",2011-11-14,324096,0,58I8DhPRqfkoPY7l1cs0ZX,0.00696,0.884,0.979,0.364,1,0.0564,-7.056,0,0.0766,126.017,4
A Modern Lesson,Aksak Maboul,Un peu de l'ame des bandits,1980-01-15,299573,11,5vcmJjTmtPWrw2aItHSsvK,0.54,0.616,0.846,0.155,0,0.633,-8.329,0,0.0547,188.495,4
The Gloves Don't Bite - Mount Liberation Unlimited's Re-edit for The Dancefloor,Mildlife,Mildlife Remixed,2018-08-17,675715,28,51CgZUFc3DBIrjMlXQ8xIG,0.0968,0.666,0.621,0.339,7,0.144,-11.587,0,0.0547,109.116,4
Knick Knack,Mutant Joe,Operation Chaos,2020-01-30,401640,4,1IdCoLc7GFcNCeatyptaq0,0.272,0.738,0.785,1.66e-06,7,0.143,-7.657,0,0.34,82.458,4
Phase,Mildlife,Phase,2017-11-02,379520,23,3gnJzmYUgC5wh4Hb8y5MNY,0.363,0.294,0.417,0.368,11,0.107,-11.252,0,0.0326,132.64,4
Marcy Me,JAY-Z,4:44,2017-07-07,174426,54,5oynsOy80DnodTslgaj3cr,0.542,0.518,0.678,0.0,10,0.108,-6.76,1,0.331,81.951,4
New Love Cassette,Angel Olsen,All Mirrors,2019-10-04,206413,0,4SsWVvNKAHJP1T2bP6d2ut,0.15,0.619,0.464,0.88,9,0.0791,-9.82,1,0.028,79.033,3
I Hate the Weekend,Tacocat,Lost Time,2016-04-01,125935,0,7M1Wssdqgsl8CHFedtehTb,3.18e-05,0.247,0.88,0.0,11,0.336,-4.646,0,0.0415,178.453,4
Exit,L'Impératrice,Fou / Exit,2020-04-09,309637,29,51A7q1xprCD5wgxn2HgGHB,0.0935,0.86,0.588,0.72,7,0.0291,-9.566,0,0.058,108.024,4
Fou,L'Impératrice,Fou / Exit,2020-04-09,309586,28,4NyrHyQHZer1Rf80d1aleb,0.0788,0.86,0.594,0.6,7,0.0395,-9.558,0,0.0563,108.054,4
Love In The Time Of Lexapro,Oneohtrix Point Never,Love In The Time Of Lexapro,2018-11-23,246129,16,2Id9K3M20JrYUSMA5fMk4g,0.327,0.124,0.5,0.166,9,0.0457,-6.661,1,0.045,177.535,4
This Night Has Opened My Eyes - 2011 Remaster,The Smiths,Hatful of Hollow,1984,221533,68,69Kzq3FMkDwiSFBQzRckFD,0.00102,0.696,0.628,0.428,2,0.272,-8.407,1,0.0274,100.038,4
To Each His Own,Patrice Rushen,Now,1984,254400,0,7IJSkHRCWMSzdhmjfBlK5H,0.361,0.906,0.379,0.000109,5,0.0799,-10.103,0,0.143,106.566,4
WhereYouGonnaGo?,Jitwam,TJD006,2017-07-07,308874,0,17N6OOiHl7WMkUQZ2x9P1F,0.34,0.812,0.855,0.0857,2,0.127,-9.117,0,0.106,118.013,4
The Magnificent Moon,Mildlife,Phase,2017-11-02,532066,42,2gEOUPrIi4NgX175mZbKH7,0.558,0.59,0.802,0.699,5,0.164,-5.776,0,0.0371,112.024,4
Could Heaven Ever Be Like This,Idris Muhammad,Turn This Mutha Out,1977,516586,53,1xkOg49ZxldiM1ioIudwUS,0.388,0.755,0.842,0.541,2,0.105,-7.293,0,0.129,123.203,4
"They Don't Want Your Corn, They Want Your Kids",Liars,"They Were Wrong, So We Drowned",2004-02-24,158680,0,5JckFST3oOVu5rawi8Ow4p,0.0321,0.474,0.929,0.465,2,0.191,-10.093,1,0.0659,137.995,4
Turn The Light,Karen O,Lux Prima,2019-03-15,199320,44,6vw4YLRXNvtFxA2yxVrR6H,0.0454,0.752,0.462,0.000954,4,0.091,-10.538,0,0.0519,101.999,4
Desire Lines,Deerhunter,Halcyon Digest,2010-09-27,404413,0,3jZ0GKAZiDMya0dZPrw8zq,0.0565,0.318,0.918,0.293,2,0.659,-6.288,1,0.0373,120.567,4
Where'd All the Time Go?,Dr. Dog,"Shame, Shame (Deluxe Edition)",2010-11-02,234800,74,0UV5zxRMz6AO4ZwUOZNIKI,0.132,0.454,0.82,0.000969,2,0.115,-4.193,1,0.0567,166.303,4
Lo Boob Oscillator,Stereolab,Lo Boob Oscillator,1995,396637,28,5DILJYk31ZXENMY26k3br1,0.00241,0.358,0.869,0.102,4,0.129,-6.076,1,0.0449,123.67,4
Help,HYUKOH,through love,2020-01-30,323860,0,6X3V7JD1RwcaauVedIXxgJ,0.293,0.797,0.419,0.647,7,0.12,-14.494,1,0.116,79.986,4
I Won't Be There,Skinshape,Life & Love,2017-05-03,422133,36,2wfxBlaXXTSpsTRzk0zZu5,0.0351,0.524,0.675,0.594,0,0.138,-7.633,0,0.0376,170.094,4
Insert Generic Name,Okay Kaya,Watch This Liquid Pour Itself,2020-01-24,145169,0,58llsMQ3PfvaGNZD8WNn2f,0.885,0.611,0.424,0.0,9,0.328,-8.694,1,0.0307,132.0,4
In the Image,Beverly Glenn-Copeland,Primal Prayer,2019-08-16,258498,0,7uSBmePKQ4m2APBOMnZl1I,0.666,0.801,0.821,0.0011,7,0.112,-7.513,1,0.0634,120.14,4
Feel Your Weight - Poolside Remix,Rhye,Blood Remixed,2018-11-16,310133,62,1hgX0ZmmP7IRRjUFCIBrnQ,0.665,0.741,0.592,0.854,6,0.116,-9.059,0,0.0308,111.984,4
"Cry, Cry",Mazzy Star,Among My Swan,1996-10-29,238160,54,4u5ofLk8CMrtQnRaiIVH4O,0.754,0.5,0.196,0.0423,7,0.105,-15.632,1,0.0297,123.008,4
Dead Men Don't Rape,7 Year Bitch,Sick'em,1992-05-01,167333,34,4iGxxqZaZ2Z0YFiXgd8n8O,9.03e-06,0.349,0.709,0.0095,9,0.147,-12.339,0,0.0336,114.581,3
To Be Lonely,Country Comfort,Seafaring Strangers: Private Yacht,2017-06-16,212346,0,3sPt2nGdKhIVEg9TBxrM75,0.545,0.37,0.492,3.16e-05,6,0.0886,-8.754,0,0.033,150.858,4
Can I Watch? (feat. Apani B as Nikki),Viktor Vaughn,Vaudeville Villain,2003,267440,51,4i4P1ACAeWcyJTxQSd0prx,0.377,0.758,0.531,0.0,6,0.15,-9.617,0,0.406,84.067,4
The Process,Chastity Belt,The Process / Lonely,2020-01-31,293025,0,5bKbUznoH92MLAIG7woG2K,0.362,0.601,0.657,0.532,2,0.156,-8.673,0,0.0274,125.0,4
I'm Hurting,Hoops,Tapes #1-3,2017-11-10,147832,0,2kwlGNar35wsrDakcj5RFk,1.06e-05,0.223,0.869,0.107,5,0.0865,-8.862,0,0.0556,183.772,4
"Siri, Open Tinder",Childbirth,Women's Rights,2015-10-02,137226,0,5AJfahYQ4mbhVMhYFznHVR,0.00242,0.357,0.821,0.065,9,0.107,-6.641,1,0.0648,154.382,4
Here It Comes Again,Cate Le Bon,Here It Comes Again,2020-02-21,232649,15,72eY4FAJhI4z3b01izNUyJ,0.982,0.413,0.243,0.663,9,0.11,-12.52,0,0.0312,189.064,3
The Light,Cate Le Bon,Here It Comes Again,2020-02-21,112761,35,3XN5EuWXaybfHCENIjMm4v,0.988,0.679,0.101,0.964,0,0.0864,-18.458,1,0.044,82.045,4
I Only Fucked You as a Joke,Childbirth,It's a Girl!,2014-01-07,105882,33,7eubJOhK2tSmdOz8Eap7xD,6.75e-05,0.417,0.872,0.00288,9,0.0852,-9.188,0,0.0323,148.136,4
Burger,"Tyler, The Creator",Goblin,2011-05-09,229640,0,6U1DM6uo5O27pdDQlXoY6h,0.18,0.709,0.562,0.0,8,0.132,-10.119,1,0.357,73.01,4
Run To The Sun,N.E.R.D,In Search Of...,2002-03-12,291066,51,4Bjwyj8KM85xblkSt5A24j,0.144,0.771,0.769,2.63e-05,10,0.0544,-6.021,1,0.0977,96.952,4
Move on Up,The Dynamics,Version Excursions,2007,359213,47,1W6txMoK3kxBkc5IttrwiA,0.154,0.836,0.709,0.392,11,0.0894,-9.135,0,0.0352,145.952,4
Jungle Train,M-Beat,M-Beat - EP 3,2010-05-30,299186,3,6bMzuwAb0MUplCybMj7dtY,0.00564,0.685,0.805,0.673,6,0.147,-10.378,0,0.0957,166.096,4
Freestyles of Bass,DJ Hype,Still Smokin,1996-02-01,373706,0,7s446UUaAsWtSBC0miCZ6A,0.119,0.401,0.986,0.269,1,0.374,-1.418,1,0.16,165.614,4
Kunta Kinte (feat. Tribe Of Issachar & Jah Cure) - 94 Dub Plate,Congo Natty,This Is Jungle,2014-08-04,242671,0,20eI9d9fkkyc2w8EZXh9vw,0.0613,0.555,0.777,0.0433,1,0.294,-16.367,0,0.203,115.828,5
Racing Green,High Contrast,High Society,2004-09-20,381877,0,2vS0nfiXuEfuRObGn7t6gJ,0.000284,0.448,0.98,0.321,7,0.274,-4.742,1,0.0434,173.023,4
Limb By Limb - DJ SS Remix,Cutty Ranks,"Rumble in the Jungle, Vol. 2",1995,299466,29,7aMmnUhaQdRmBoV2pC17GK,0.00466,0.715,0.825,0.123,8,0.16,-10.089,0,0.127,174.782,4
All I Need,Lee Fields & The Expressions,Emma Jean,2014-06-02,214062,35,2mGWmvIIvs7jKEXxyh7Wfb,0.021,0.612,0.792,0.951,7,0.0987,-7.382,0,0.0278,115.111,4
B Line Fi Blo,Smith & Mighty,B Line Fi Blo / Living in Unity,2010,322640,8,6LcbvupWjOhXE1xeJOVUHW,0.188,0.888,0.79,5.9e-06,9,0.335,-5.245,1,0.223,137.001,4
Time Moves Slow,BADBADNOTGOOD,IV,2016-07-08,273864,8,1I40L32fTSSkBkPeArX9Ul,0.471,0.619,0.381,0.0318,11,0.101,-10.691,0,0.0523,139.929,4
Pass The Dutchie,Musical Youth,Anthology,1994-02-28,205426,68,1BkY0N8ChFk2mdLbAUu8ZK,0.459,0.805,0.418,0.0,7,0.288,-14.374,1,0.0979,149.724,4
Sad Nudes,Cate Le Bon,Reward,2019-05-24,188789,16,4RhYSWL0oFheDD4GuL9zMn,0.56,0.662,0.403,0.115,0,0.07,-8.771,1,0.0319,125.117,4
(Don't Let The Dragon) Draag On,King Krule,Man Alive!,2020-02-21,151946,0,3mSLaBs62VbDhML5Wjekpk,0.233,0.699,0.21,0.623,7,0.108,-14.278,1,0.0355,103.369,4
Hopefulessness,Courtney Barnett,Tell Me How You Really Feel,2018-05-18,288440,4,0jV4e0KUgDawQZ5j7CDTR9,0.498,0.492,0.484,0.00871,1,0.099,-9.018,1,0.0259,75.977,4
Chega Mais (Imaginei Você Dançando),Banda Black Rio,Gafieira Universal,2002,171720,39,6GavAPHYA7OdbJP7EQOFxI,0.222,0.787,0.86,0.0,0,0.278,-5.897,1,0.109,113.285,4
Is It Any Wonder?,Durand Jones & The Indications,Durand Jones & The Indications (Deluxe Edition),2018-03-16,276600,0,5dnvWWkwwFJoDDc0QoSbvf,0.636,0.541,0.378,0.594,2,0.0899,-6.283,0,0.0296,136.94,4
And It Never Ends,Crumb,Jinx,2019-06-14,173333,0,00kOafrPnrR7jQhxYYg777,0.707,0.522,0.395,0.888,6,0.0978,-8.037,1,0.0283,120.31,3
Hoarse,Earl Sweatshirt,Doris,2013-08-16,232373,40,49aTv96mDjvlDb74XvVSc9,0.159,0.674,0.874,0.00639,0,0.0945,-7.017,1,0.29,139.95,4
WHOLE WORLD (feat. Maxo),Earl Sweatshirt,WHOLE WORLD (feat. Maxo),2020-04-24,207515,31,6zW8vtUkHvo6PfpYhh3T53,0.572,0.591,0.457,0.00249,4,0.11,-11.706,1,0.419,141.157,4
I Got Love,Nate Dogg,Music and Me,2001-12-04,236226,55,52riputZ4Vo5PG9MOSy6r5,0.437,0.912,0.416,0.306,10,0.09,-5.943,0,0.164,90.013,4
Don'ts,David Shrigley,Late Night Tales: Four Tet,2005-09-13,211358,13,67IOIPXvrIJpbGEhWAcR5O,0.182,0.684,0.51,0.794,1,0.0894,-18.132,1,0.134,82.641,4
A BOY IS A GUN*,"Tyler, The Creator",IGOR,2019-05-17,210253,69,1nXZnTALNXiPlvXotqHm66,0.575,0.417,0.689,0.0,2,0.496,-8.302,0,0.178,79.568,4
Alpine Star,William Tyler,Goes West,2019-01-25,326573,0,3QDwa1AZKMBPrEMmme8gXo,0.711,0.413,0.53,0.933,0,0.127,-9.59,1,0.0302,115.6,3
My Mother & I,Lucy Dacus,My Mother & I,2019-04-24,279032,0,2KYaAF4k5YOvbYmlyHazfO,0.878,0.425,0.243,0.0242,0,0.0864,-15.128,1,0.0329,160.003,3
Take Care,SASAMI,Take Care / Free,2019-08-29,235346,34,2Ru2ARMNAATgPDL0aSDFCU,0.171,0.596,0.587,0.0478,10,0.0958,-8.345,1,0.0227,84.019,4
A Lot's Gonna Change,Weyes Blood,Titanic Rising,2019-04-05,261946,0,5wN3b5AtoOFVCoQW0ldhGD,0.629,0.221,0.347,0.000665,1,0.125,-10.167,1,0.0305,140.129,4
Riot!,Earl Sweatshirt,Some Rap Songs,2018-11-30,66133,63,6cmt9CRoK0KGcNg9Tpje53,0.834,0.489,0.624,0.347,4,0.325,-1.916,0,0.0344,167.108,4
Sofia,Clairo,Immunity,2019-08-02,188386,77,7B3z0ySL9Rr0XvZEAjWZzM,0.598,0.744,0.619,0.00372,0,0.231,-9.805,1,0.039,112.997,4
Bags,Clairo,Immunity,2019-08-02,260519,71,6UFivO2zqqPFPoQYsEMuCc,0.172,0.742,0.546,0.38,1,0.115,-7.694,1,0.0315,104.996,4
Rules of the Dance,Mungo's Hi Fi,Rules of the Dance,2014-06-02,284313,16,2ppUsACoNzOcCzkqoDKpCx,0.00687,0.874,0.498,4.92e-05,7,0.0731,-8.503,1,0.247,139.985,4
Toyan,Toyan,Junjo Presents: Wins The World Cup,2016-04-29,153026,4,3yyyg0RF3w61AdNjtysP9l,0.478,0.835,0.722,0.0,0,0.328,-5.065,1,0.124,74.659,4
Rain God,Dawn Wall,Rain God,2018-11-16,267108,0,4XC8wCNrIneWEL0ihVZDwS,0.000244,0.496,0.869,0.789,5,0.201,-4.461,0,0.0477,175.055,4
Jungle Man,The Meters,Rejuvenation,1974,206933,28,0JrO5FNSmIdXBvQLKXtblS,0.0101,0.8,0.383,0.187,4,0.026,-13.937,0,0.104,89.301,4
People Say,The Meters,Rejuvenation,1974,318800,44,746CCMLis8SK64lLVXMF1d,0.151,0.827,0.655,0.00521,7,0.0427,-12.828,1,0.0905,103.837,4
In A Good Way,Faye Webster,In A Good Way,2020-04-15,223534,0,2KTIvRAAihIGm8FyhEKdxp,0.175,0.587,0.295,0.0233,9,0.238,-8.284,1,0.03,70.82,4
Sugar for the Pill,Slowdive,Slowdive,2017-05-05,270918,0,0GN3fXUdsTHeUg50xfDS0V,0.207,0.533,0.545,0.797,7,0.113,-7.681,1,0.0243,98.014,4
Junglist (feat. Peter Bouncer),Congo Natty,This Is Jungle,2014-08-04,368403,0,0YjUY9QRL0tvN7FcXvAmlE,0.0102,0.478,0.95,0.0104,7,0.257,-5.617,1,0.366,167.905,4
Excursions,A Tribe Called Quest,The Low End Theory,1991-09-24,234626,56,4tEaytMs86hIaOSsiGoLcP,0.386,0.885,0.608,0.0118,11,0.319,-10.809,1,0.169,95.748,4
Feather,Little Dragon,Machine Dreams,2009-08-17,293786,49,6WDAtzaXY7d31CkuoxYFcb,0.00687,0.663,0.831,0.733,2,0.0271,-6.542,1,0.0326,96.666,4
Sad Nudes,Cate Le Bon,Here It Comes Again,2020-02-21,324226,22,2UAPCraUeGJGasqbQoELik,0.985,0.713,0.251,0.948,0,0.0742,-15.004,1,0.0342,108.015,4
Next Lifetime,Erykah Badu,Baduizm,1997-01-01,386626,59,6sIMSl1n3KDPr03Fw8mujd,0.129,0.643,0.413,0.00105,8,0.0949,-11.929,0,0.0565,130.026,4
I Miss You,Björk,Post,1995-06-13,243800,39,5L18d6jJ94EYTu1FG1peY0,0.0237,0.636,0.765,0.462,2,0.0201,-10.658,0,0.0385,120.93,4
Pull Up To The Bumper,Grace Jones,Private Life: The Compass Point Sessions,1998-01-01,273293,40,72uS4v9EdiXZeascM5RTl7,0.179,0.851,0.923,0.00707,7,0.102,-5.159,1,0.105,108.697,4
NEVER SETTLING DOWN,Yaeji,WHAT WE DREW 우리가 그려왔던,2020-04-02,239890,0,3BEqFWm1ZncGxOwpJcomk6,0.0144,0.649,0.508,0.609,4,0.137,-10.047,0,0.0448,95.02,4
Mad Man,Born Free,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 2 (1972-1977)",2017-06-23,156240,32,1AfSmc6gyRXsRtwaS1b3za,0.372,0.619,0.782,0.0569,5,0.1,-8.984,0,0.0566,92.969,4
Sunshine Day,Osibisa,The Best of Osibisa,2019-07-14,301133,2,59VYhrPiXcbmB9SxJ4dj7h,0.511,0.776,0.485,0.00419,5,0.0945,-15.056,1,0.0363,119.406,4
Gymnopédie No. 1,Erik Satie,Erik Satie & Friends,1949,205866,68,5NGtFXVpXSvwunEIGeviY3,0.994,0.468,0.0127,0.937,7,0.094,-36.856,1,0.123,72.776,3
It's Raining,Kim Jung Mi,Now,1973,252720,23,2cyH63Rzf19Q43R4GBpVuD,0.835,0.59,0.229,0.0339,6,0.0989,-16.734,0,0.0437,75.943,4
Lyk U Use 2 (feat. Andres),Moodymann,Moodymann,2014-01-27,343000,46,4ncFRft2xEs4kanULQjaOz,0.108,0.621,0.485,0.13,11,0.156,-13.429,0,0.219,183.391,4
BULLETS,KAYTRANADA,99.9%,2016-05-06,299000,0,3Il1ess0dinvEagLM3dTzG,0.14,0.863,0.75,0.0882,6,0.102,-9.273,0,0.0734,125.042,4
Sierra Leone,Frank Ocean,channel ORANGE (Explicit Version),2012-07-10,148760,0,4XgpXhvf9JBbKPtX84DFN7,0.166,0.529,0.608,0.0185,7,0.109,-7.809,1,0.0811,125.017,4
Strangers,Portishead,Dummy,1994-01-01,237600,51,6pW8YspamPCxUwgvYttTSc,0.0355,0.659,0.617,0.16,6,0.185,-6.157,1,0.038,84.078,4
Paris Madness,Samaran,Paris Madness,2018-12-21,196742,0,5x0PjvPbVqowzeXpsjCkO3,0.0024,0.812,0.695,0.9,1,0.0823,-9.022,1,0.0581,122.0,4
Stars,Nightmares On Wax,Smokers Delight,2020-04-03,419426,3,2Jf5zB4BQMRlHDKZCIMRMi,0.00477,0.804,0.429,0.952,11,0.0974,-14.992,0,0.111,156.777,4
Pyramids,Frank Ocean,channel ORANGE (Explicit Version),2012-07-10,592920,0,0rbK15g3UsDTVy1EuwgKYz,0.0118,0.4,0.65,7.62e-05,5,0.791,-6.104,0,0.0466,107.989,4
Nights Introlude,Nightmares On Wax,Smokers Delight,1995-09-25,280266,34,3SpXpcG603AqfxhJ6l4uzk,0.101,0.685,0.741,0.859,7,0.111,-12.407,1,0.0473,94.499,4
Loner,Kali Uchis,Por Vida,2015-02-04,212000,59,6m6R6O2BOZDCNymhJ45spI,0.873,0.722,0.675,0.118,1,0.305,-5.61,0,0.0776,120.012,4
Nightrider,Tom Misch,Nightrider,2020-04-16,300990,42,0i7jazn1Rtp51KPM4iSs6z,0.0774,0.729,0.571,0.213,11,0.0994,-9.188,0,0.0869,81.486,4
Has It Come to This?,The Streets,Original Pirate Material,2002-03-18,245200,53,35zEswqAFI1D41cmoBXOFK,0.00436,0.668,0.854,0.0,1,0.314,-4.577,0,0.397,130.072,4
No Smoking,Haruomi Hosono,NO SMOKING,2020-03-18,210826,12,4Rm6a0WNbYsa8ye7J1WEzZ,0.836,0.806,0.412,0.198,0,0.383,-11.606,1,0.0581,138.997,4
Popeye,Quelle Chris,"Being You Is Great, I Wish I Could Be You More Often",2017-02-10,213000,34,7sij1RXUTjEBZEkGGtWgxR,0.17,0.287,0.769,8.7e-05,11,0.146,-4.853,1,0.122,78.042,4
Dontcha,The Internet,Feel Good,2013-09-20,201640,52,6dET51TwAJPrKV5wmA5Vhr,0.0161,0.861,0.346,0.127,8,0.104,-12.033,0,0.0702,115.264,4
Concentrate On Me (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,Black & Blue (Expanded Edition) (feat. Teddy Pendergrass),1973-02-01,191320,30,2lu7G8oIwTUSVQHqV2TqKh,0.328,0.447,0.589,0.000117,0,0.0763,-6.109,1,0.0346,80.059,3
You And The Music,Donald Byrd,Places And Spaces,1975,321706,31,2fDPe2A5TpVwffJQhIOmZu,0.331,0.672,0.71,0.315,5,0.0892,-10.047,0,0.0506,102.309,4
Lotus and the Jondy,Thundercat,Apocalypse,2013-06-03,292658,29,75Eyv6gTsLyP80G9fEizmw,0.19,0.369,0.86,0.637,6,0.0705,-9.618,1,0.0621,98.463,4
Dream Palette,Yves Tumor,Heaven To A Tortured Mind,2020-04-03,175031,26,1oE8RTvgqMEQWXo28rqu7s,0.000223,0.55,0.917,5.79e-05,8,0.288,-5.067,1,0.057,100.009,4
This Land,Gary Clark Jr.,This Land,2019-02-22,341666,38,0Jxl1PdSbiQPYRPVdzBdES,0.019,0.506,0.921,8.09e-05,10,0.0677,-2.967,0,0.0606,82.033,4
I Was A Window,SASAMI,SASAMI,2019-03-08,214106,29,0UC7mR34BwAZKZ5hvDBCKK,0.451,0.643,0.24,0.00482,11,0.123,-15.149,1,0.0304,86.982,4
Head Over Heels,Japanese Breakfast,Head Over Heels,2019-06-05,237333,1,1QPWV0EWKa7GiKO7F7zcVs,0.954,0.383,0.15,0.0143,7,0.11,-11.945,1,0.0298,68.128,4
Velvet Ring,Big Thief,Masterpiece,2016-05-27,155938,0,0dnVuqBjRCVTf2LC7ayViY,0.684,0.261,0.329,0.0559,7,0.123,-13.821,1,0.0343,76.752,4
I Found That Guy,Betty Wright,I Love The Way You Love,1972,213960,13,0gRIwOfiMN5MysYvLD1LGY,0.49,0.359,0.49,0.000311,5,0.376,-8.293,0,0.0294,167.641,4
Cayendo (Side A - Acoustic),Frank Ocean,Cayendo (Side A - Acoustic),2020-04-03,202200,63,72794Eag03xdy7TO0KNuid,0.982,0.35,0.12,0.000289,3,0.103,-11.104,0,0.0393,68.995,4
Places And Spaces,Donald Byrd,Places And Spaces,1975,379400,39,1pYPgA8XdHFQS15HPB41MH,0.151,0.62,0.705,0.0802,8,0.107,-10.179,1,0.0404,93.018,4
The Fool - SASAMI Remix,Overcoats,The Fool (SASAMI Remix),2019-11-21,174117,0,7qiN8CplYfq2MNMD8kufdH,0.000228,0.513,0.972,0.907,11,0.505,-5.541,1,0.0413,102.013,4
Swingin' Spathiphyllums,Mort Garson,Mother Earth's Plantasia,1976,178483,0,6ngMpsODrDefCklCwdBEhT,0.000813,0.278,0.438,0.891,0,0.124,-14.107,1,0.0359,171.616,4
It Makes You Forget (Itgehane),The Orielles,Bobbi's Second World,2018-11-06,244576,13,00sxHEC0cwgmqLwgUIqtHe,0.0771,0.622,0.755,0.000524,2,0.03,-6.203,0,0.0623,121.146,4
2nd of April,Babe Rainbow,Double Rainbow,2018-07-13,158440,1,39poPAu7rlmLyzm6ULZOat,0.952,0.433,0.175,0.958,8,0.13,-18.123,1,0.0499,109.558,4
Agua De Beber,Astrud Gilberto,The Silver Collection - Astrud Gilberto,1984-12-10,140240,0,1HSkO9b7iVbu9ozQy6KTPi,0.391,0.651,0.308,0.0,4,0.0713,-17.96,0,0.0388,148.054,4
Can You Imagine Nothing?,Kikagaku Moyo,Kikagaku Moyo,2013-05-01,265440,24,7lwlZkTiNmFST0TCKrRsTI,0.904,0.177,0.494,0.852,2,0.11,-9.479,1,0.0341,76.306,4
For Want of Gelt,Minor Science,For Want of Gelt,2020-03-25,259804,0,1xSVU7kwCkLJE88T1W3wNn,0.00351,0.615,0.932,0.847,7,0.111,-11.483,1,0.194,170.02,4
Feeling,Pop Smoke,Meet The Woo,2019-07-26,161280,49,51HgBYRV0YivvvQMyptpYH,0.41,0.674,0.636,0.0,7,0.153,-6.723,1,0.338,71.44,4
Chinese Translation,M. Ward,Post-War,2006-09-04,238600,0,4uMj6f6ImTf5R3JqNfqjgn,0.149,0.555,0.725,0.000146,2,0.154,-8.92,1,0.0362,107.726,4
